Gene,DEG
Tacr2,UP
Zfp981,UP
Vstm2b,UP
Cytip,UP
Slc2a2,UP
Ptpn18,UP
Trim30b,UP
Gckr,UP
Kif19a,UP
Crabp1,UP
Bcl2a1c,UP
Ret,UP
Dnaaf1,UP
Vsig4,UP
Tbx18,UP
Xlr4a,UP
Sirpb1c,UP
Napsa,UP
Clec2g,UP
Mtcl1,UP
1810011H11Rik,UP
Extl1,UP
Tcfl5,UP
Gm14124,UP
Zc3h12d,UP
Cyp2f2,UP
Sh3gl2,UP
Osbp2,UP
Cd247,UP
Adam11,UP
Gm14139,UP
Tnip3,UP
Plac1,UP
Sec1,UP
Hcar1,UP
Atp8b4,UP
Ttc9,UP
Ncmap,UP
Vwa3a,UP
Padi4,UP
Phf21b,UP
Zfp872,UP
Slc22a14,UP
5430427O19Rik,UP
Mcoln2,UP
Tnr,UP
Nphs1,UP
Nup62cl,UP
Mtus2,UP
Ebi3,UP
Ifi209,UP
Clec5a,UP
Klk1b11,UP
Serpina6,UP
Pigz,UP
Mc2r,UP
Dmrt1,UP
Naip6,UP
Tlr8,UP
Gata5,UP
Ak7,UP
Chdh,UP
Gm6377,UP
Gjb4,UP
Ak8,UP
Btg1-ps2,UP
Dhh,UP
Plekha6,UP
H2-Aa,UP
Wfdc18,UP
Cx3cr1,UP
Gpr65,UP
Gjb3,UP
Nek5,UP
Siglec1,UP
Gm5150,UP
Tm4sf19,UP
Sec14l4,UP
Gdf2,UP
Unc93a,UP
Tal2,UP
Mybphl,UP
Catsperd,UP
Ikzf1,UP
Themis2,UP
Osm,UP
Ltb,UP
Tspan32,UP
Pou3f1,UP
Capn12,UP
Ctxn3,UP
Adra2b,UP
Map6d1,UP
Cst11,UP
Elovl2,UP
Sowahd,UP
Il10ra,UP
Sncb,UP
Ptpro,UP
Klra2,UP
Prss12,UP
Liph,UP
Pik3cg,UP
Ccdc148,UP
Kcnip4,UP
Gm8369,UP
Pnliprp2,UP
Zcchc12,UP
Prrg4,UP
Pkib,UP
Sowaha,UP
Gm10037,UP
Gbx1,UP
Bcan,UP
Dmrta1,UP
Gbp11,UP
Spib,UP
Mafa,UP
Acsl6,UP
Chrdl2,UP
Sla,UP
Ms4a4c,UP
Il21r,UP
Apol7e,UP
Nxpe5,UP
Cavin4,UP
Sema3e,UP
Shbg,UP
Cd33,UP
Mapt,UP
Ctsw,UP
Slamf7,UP
Tnf,UP
Musk,UP
Fkbp6,UP
Ttll6,UP
Kif6,UP
Prkcb,UP
Epn3,UP
Ms4a4b,UP
Prss46,UP
Abcc12,UP
Gna15,UP
Lpar3,UP
Cfi,UP
Cd163,UP
Gpr82,UP
L1cam,UP
Sept12,UP
Ly6h,UP
Gpr84,UP
Dclk3,UP
Alox5,UP
Cyp4f15,UP
Nlrp3,UP
Tnfrsf8,UP
Sntg1,UP
Nlrc4,UP
Dcst1,UP
Tgm5,UP
Fut2,UP
Acod1,UP
Col13a1,UP
Aspg,UP
Atp8a2,UP
Cfap44,UP
Slc25a18,UP
Foxq1,UP
Kcna6,UP
F2rl1,UP
Sema4d,UP
Atp8b5,UP
Ticam2,UP
Pou2f2,UP
Bmp8b,UP
Trim10,UP
Sbk2,UP
Tmem108,UP
Slc18a1,UP
Mc1r,UP
Camk2b,UP
Gbp8,UP
Adam22,UP
Lilra5,UP
Slc39a4,UP
Cd3d,UP
Rgs14,UP
Trdn,UP
Fcer2a,UP
Rnase13,UP
4933402E13Rik,UP
Hepacam,UP
Capn6,UP
Atf7ip2,UP
1700125H20Rik,UP
Hrh1,UP
Pcdhac2,UP
Glb1l3,UP
Cst9,UP
Dcstamp,UP
Spag6,UP
Zscan5b,UP
Poln,UP
Col6a5,UP
Dpp4,UP
Cfap53,UP
Gmfg,UP
Wdfy4,UP
Fgr,UP
Vwf,UP
Chst13,UP
Acap1,UP
Il17rb,UP
Cd86,UP
Syt8,UP
Hephl1,UP
Cd3e,UP
Tnni1,UP
Ppfia4,UP
Slamf9,UP
Rasal3,UP
Nfatc2,UP
Srrm4,UP
Dock3,UP
Elovl3,UP
Cxcl13,UP
4933430I17Rik,UP
Acp7,UP
Nectin4,UP
Pilra,UP
Cd2,UP
Scimp,UP
Tifab,UP
Mmp9,UP
Rgs18,UP
Myh7,UP
Rgs17,UP
Myh1,UP
Zic3,UP
C2cd4b,UP
Pkp3,UP
Itgal,UP
Ckmt1,UP
Dennd1c,UP
Ccr2,UP
March1,UP
Hcar2,UP
Cd79b,UP
Trim29,UP
Maneal,UP
Tnfrsf17,UP
P2rx2,UP
Ccdc27,UP
Zap70,UP
Dnajc6,UP
Asgr2,UP
Tbx5,UP
Cdh23,UP
Spns3,UP
Smyd1,UP
Gata1,UP
Nfe2l3,UP
Acsm3,UP
Eya4,UP
Aoah,UP
Cst7,UP
Fut7,UP
Hgd,UP
Creg2,UP
Klhl32,UP
1810065E05Rik,UP
Ggt6,UP
Ache,UP
Rhbg,UP
Rsph4a,UP
F2rl2,UP
Tecrl,UP
Prss50,UP
Alas2,UP
Tlr5,UP
Cpne5,UP
Shisa7,UP
Glt1d1,UP
Trpc5os,UP
Kcnj10,UP
Rhoh,UP
Abcg3,UP
Asb10,UP
Wdr95,UP
Celf3,UP
Ms4a10,UP
Slurp1,UP
Chp2,UP
Map3k9,UP
Rasgef1c,UP
Hba-a1,UP
Rnase6,UP
Cysltr1,UP
Tomm20l,UP
Dupd1,UP
Mcemp1,UP
Crb2,UP
Adamts8,UP
Prokr2,UP
Sema5b,UP
Slc6a2,UP
Ctnna2,UP
Il1b,UP
Klra9,UP
Ffar2,UP
Popdc3,UP
Ephx3,UP
Samsn1,UP
Vnn3,UP
Haao,UP
Spesp1,UP
0610040J01Rik,UP
Col6a6,UP
Sirpb1a,UP
Rassf10,UP
Gfap,UP
1810041L15Rik,UP
Zcchc18,UP
Sowahb,UP
Gja6,UP
Entpd3,UP
Serpina16,UP
Epb41l4a,UP
Lcn12,UP
Vtcn1,UP
Fmo3,UP
Ccr9,UP
Cd4,UP
Itgae,UP
Gm14226,UP
H2-Ob,UP
Tlr9,UP
Kbtbd12,UP
Cd96,UP
Clec4b1,UP
Gpr18,UP
Synpr,UP
Akr1c20,UP
Ccl24,UP
Xkr4,UP
Ankrd66,UP
3110035E14Rik,UP
Mybph,UP
Gpr179,UP
Tmem63c,UP
Ciita,UP
Irf4,UP
Siglech,UP
Ap3b2,UP
Adamtsl3,UP
Bcl2l14,UP
Adgrg6,UP
Selp,UP
Zyg11a,UP
Klrd1,UP
Gpr132,UP
Slc9a4,UP
Bank1,UP
Ptprn2,UP
Padi3,UP
Gabrb3,UP
Grm4,UP
Rtl3,UP
Hcrtr2,UP
Obp2a,UP
Lrrc3b,UP
Il18r1,UP
Adgb,UP
Itih4,UP
Fgd2,UP
Gm15107,UP
Fcrls,UP
Irx1,UP
Tjp3,UP
Dgkg,UP
Gzma,UP
Cxcr6,UP
Traf3ip3,UP
Trpm2,UP
Hhatl,UP
Pilrb1,UP
Prf1,UP
Sv2c,UP
Icos,UP
Gpr183,UP
Slc35f3,UP
Rab39,UP
Olfr111,UP
Blk,UP
Klk1b3,UP
Rims3,UP
Cass4,UP
Zfp600,UP
Marco,UP
Srarp,UP
Pcdha8,UP
Grip1,UP
Akap6,UP
Elfn2,UP
Rnf138rt1,UP
Plppr4,UP
BC048671,UP
Klrb1b,UP
Rhcg,UP
Acvr1c,UP
Htr3a,UP
Dthd1,UP
Nkx2-9,UP
Topaz1,UP
Clec12b,UP
Sphkap,UP
Gm11992,UP
Gpr37,UP
Mal2,UP
Rnf39,UP
Jakmip2,UP
Pnlip,UP
Mybpc2,UP
Fcrl1,UP
Fam46d,UP
Dcx,UP
Ceacam16,UP
Tmem114,UP
Irx2,UP
Wdr72,UP
Nat8f2,UP
Adgrg3,UP
Ifi214,UP
Car4,UP
Crybg2,UP
Ccdc42,UP
Gm14548,UP
Sh2d2a,UP
Klrb1c,UP
Dnah9,UP
Btla,UP
Tusc5,UP
Lpar5,UP
Ackr2,UP
Ppfia2,UP
Il9r,UP
Sdr9c7,UP
Cntn6,UP
Siglec5,UP
Cd200r3,UP
Pax3,UP
Slc6a4,UP
Fbp2,UP
Igfbpl1,UP
F9,UP
Nr0b1,UP
C2cd4c,UP
Slc6a14,UP
Gm4846,UP
Tmprss5,UP
Slc4a5,UP
Plxnb3,UP
Ces1a,UP
Ceacam3,UP
Cadps,UP
Sept14,UP
Galnt3,UP
Glrp1,UP
Fasl,UP
Grap2,UP
UPk3b,UP
Gpr34,UP
Cd5l,UP
Afp,UP
Sv2b,UP
Tspan10,UP
Srpk3,UP
Htr5b,UP
Kcnj9,UP
F12,UP
Mall,UP
Abcc2,UP
Nefh,UP
D430041D05Rik,UP
Cyp2c55,UP
Ptgdr,UP
Cyp2b10,UP
Oprk1,UP
Pnliprp1,UP
Hrg,UP
Vsig1,UP
Slc16a14,UP
Cdh19,UP
Slc26a9,UP
Gpr55,UP
Tdrd9,UP
Btn2a2,UP
Hrh2,UP
Ctnnd2,UP
Cbln4,UP
Trpv6,UP
Slc34a2,UP
Jakmip1,UP
Scnn1b,UP
Wif1,UP
Pkhd1l1,UP
Clec9a,UP
Kcns1,UP
Fsd2,UP
Adgrg5,UP
Clec2i,UP
Camkv,UP
Gpm6a,UP
Togaram2,UP
Dyrk4,UP
Kynu,UP
BC035044,UP
Ptchd3,UP
Sele,UP
Lrrc66,UP
Tnfsf11,UP
Sez6l,UP
Sall1,UP
Tacr1,UP
Gucy1b2,UP
Serpinb10,UP
Cecr6,UP
Myh13,UP
Opcml,UP
Vipr1,UP
Abca17,UP
Ryr3,UP
Card11,UP
Susd5,UP
Scn3a,UP
Zfp831,UP
Hydin,UP
St18,UP
Pex5l,UP
Treml2,UP
Abcc8,UP
Abca14,UP
Tmem229a,UP
Casr,UP
Ky,UP
Soga3,UP
Dmbt1,UP
Grin2a,UP
Cacna1f,UP
Fam163a,UP
Dnah7a,UP
Gm4956,UP
Ctse,UP
Tbx22,UP
Sell,UP
Epyc,UP
4930524B15Rik,UP
Rnf222,UP
Alox12e,UP
Slc13a2,UP
BC006965,UP
Crhbp,UP
S100z,UP
4933413J09Rik,UP
Gm5087,UP
Btnl10,UP
Mcf2,UP
Helt,UP
B430212C06Rik,UP
Sall3,UP
Dmrt3,UP
Cyp26a1,UP
Atp13a4,UP
Pax8,UP
Gm13546,UP
Slc9a2,UP
Defb45,UP
Svs6,UP
Ocln,UP
Spint3,UP
Nebl,UP
Uckl1os,UP
P2ry12,UP
Trim50,UP
Tnmd,UP
Slco1a6,UP
Slco1a5,UP
Rps4l,UP
Reln,UP
Reg3g,UP
Reg3b,UP
Nxph1,UP
Nkx1-2,UP
Rab11fip4,UP
Mageb18,UP
Lingo4,UP
Kndc1,UP
Gucy2d,UP
Gm9112,UP
Gm15080,UP
Gm10439,UP
Gabrg3,UP
Gabrg1,UP
Flt3,UP
Dnah6,UP
Erbb4,UP
AI504432,UP
Acsm5,UP
A630023P12Rik,UP
9530002B09Rik,UP
9430041J12Rik,UP
5830411N06Rik,UP
Anxa13,UP
Cdh1,UP
Cwh43,UP
Smarca5-ps,UP
Rnase12,UP
Tacstd2,UP
Atp6v1g3,UP
1810064F22Rik,UP
Abhd11os,UP
Defb39,UP
Nsg2,UP
Gm13710,UP
Cyp4b1,UP
Gm15408,UP
Cd3g,UP
AW112010,UP
Nkg7,UP
Gabrp,UP
Tnni2,UP
Cd226,UP
Adgrf1,UP
P2ry10,UP
Krt14,UP
Hcst,UP
5730416F02Rik,UP
S100a9,UP
Gpr50,UP
Zeb2os,UP
Evi2,UP
Klrk1,UP
Ncr1,UP
Tlr12,UP
Ikzf3,UP
Tnfrsf13b,UP
Retnla,UP
I830077J02Rik,UP
Ppp2r2c,UP
Gm1976,UP
Ovol2,UP
Klra3,UP
2410018L13Rik,UP
Ffar4,UP
Pilrb2,UP
Adam25,UP
Acnat2,UP
Lilra6,UP
Mccc1os,UP
Klre1,UP
Lrrc38,UP
2010016I18Rik,UP
H2-Oa,UP
Il18rap,UP
Slc4a9,UP
Mup5,UP
P2ry13,UP
Npy2r,UP
Slamf6,UP
Wfdc2,UP
Gpr171,UP
Ccl22,UP
Il12b,UP
P2ry14,UP
Lrrc52,UP
Ms4a2,UP
Dpp10,UP
4931431C16Rik,UP
Mcoln3,UP
Plxna4os1,UP
Tespa1,UP
Grp,UP
Pdcd1lg2,UP
Kmo,UP
Cysltr2,UP
Bach2os,UP
AI427809,UP
Gm826,UP
AF529169,UP
Cndp1,UP
6030408B16Rik,UP
Spo11,UP
Adrb1,UP
Art2b,UP
Cd200r4,UP
Krt83,UP
Ptprh,UP
Spag11b,UP
Svs3a,UP
Rdh16f2,UP
Il10,UP
Ugt2b37,UP
Cd209b,UP
Gm13032,UP
Gapt,UP
Trpm8,UP
Timd4,UP
H2-Eb2,UP
Vmn2r96,UP
Capn13,UP
A530099J19Rik,UP
5430419D17Rik,UP
Gcsam,UP
F630028O10Rik,UP
Mybpc1,UP
Mmrn1,UP
Cytl1,UP
Mroh5,UP
Cacng5,UP
2210409E12Rik,UP
1500009C09Rik,UP
Chil3,UP
Trem1,UP
Lyrm7os,UP
Cd209f,UP
Serpina1d,UP
Spaar,UP
Fstl5,UP
Apol11a,UP
Pitx3,UP
5830418P13Rik,UP
Syt6,UP
Calb2,UP
Olfr161,UP
Cd209g,UP
Neto1,UP
Ubd,UP
Krt86,UP
Tceal7,UP
A830011K09Rik,UP
Ms4a8a,UP
Lcn11,UP
Tmprss4,UP
Olfr1257,UP
Lcn9,UP
Kir3dl1,UP
Il1rapl2,UP
Olfr221,UP
Il27,UP
Duox2,UP
Ces2b,UP
Gabra2,UP
Mefv,UP
Prss34,UP
Slc39a5,UP
Rcvrn,UP
Gm5084,UP
Pla2g2f,UP
Mrgprx2,UP
Glycam1,UP
Lmo3,UP
Ccr1l1,UP
Lipn,UP
Car1,UP
Slc22a26,UP
Lcn3,UP
Vmn2r97,UP
Dnmt3aos,UP
Cd209d,UP
Cd209e,UP
Gkn1,UP
Tlr11,UP
Sfrp5,UP
Cxcr1,UP
Cyp2c69,UP
Olfr433,UP
Olfr814,UP
Prss29,UP
Vmn2r73,UP
Olfm3,UP
Gm6116,UP
Gm15097,UP
4933400C23Rik,UP
Sirpb1b,UP
D730001G18Rik,UP
E230029C05Rik,UP
Platr17,UP
BC147527,UP
Ccl21a,UP
2010005H15Rik,UP
Vmn1r62,UP
Pcdha1,UP
Vmn1r3,UP
Sh2d1b1,UP
AL583891.1,UP
AC158982.1,UP
Gm6249,UP
5430437J10Rik,UP
4930433B08Rik,UP
Mir155hg,UP
E230013L22Rik,UP
5830416I19Rik,UP
Gm10046,UP
Gm10416,UP
9630001P10Rik,UP
4930525G20Rik,UP
Mirg,UP
1700030C10Rik,UP
A130077B15Rik,UP
Nlrp1c-ps,UP
Gm4425,UP
9330159M07Rik,UP
5830432E09Rik,UP
Tnfsf13os,UP
Gm10863,UP
Gm16291,UP
BC106179,UP
2810468N07Rik,UP
Trp53cor1,UP
Sptbn5,UP
Gm14169,UP
Speer4d,UP
Pmis2,UP
Rhox8,UP
Gm12409,UP
Frmpd1os,UP
Etd,UP
Celsr3,UP
BC046251,UP
1700011M02Rik,UP
BC051226,UP
Pramel,UP
Mageb7-ps,UP
Gm45889,UP
Gm25047,UP
Gm8822,UP
Gm6382,UP
Gm13431,UP
Gm4875,UP
Gm6665,UP
Gm14327,UP
BC021767,UP
Gm13231,UP
Gm13136,UP
Gm8666,UP
Gstp1,UP
Gm14915,UP
Gm12474,UP
Gm13142,UP
Cd63-ps,UP
2010007H06Rik,UP
Gm11266,UP
Glns-ps1,UP
Zfp125,UP
Slfn8,UP
Zfp993,UP
Gm13091,UP
Gm13166,UP
Znf41-ps,UP
Gm11977,UP
Samd13,UP
Gm14127,UP
Gm5874,UP
Cyp4b1-ps2,UP
BC023105,UP
Gm5540,UP
Gm14005,UP
Hmcn2,UP
Gm16365,UP
Gm5466,UP
3110053B16Rik,UP
Slfn2,UP
Ighm,UP
Gm11100,UP
1700123M08Rik,UP
1700030C10Rik,UP
Gm15133,UP
Trbc1,UP
Gm6088,UP
Tcrg-C1,UP
Gm16348,UP
Gm16364,UP
4930469K13Rik,UP
Gm12240,UP
Gm13245,UP
Gm13657,UP
3222401L13Rik,UP
AI662270,UP
Gm8036,UP
Gm10478,UP
Gm10702,UP
4930430E12Rik,UP
Trbc2,UP
Gm15651,UP
Serpina3h,UP
Pdpn,UP
Gm5431,UP
Gm15401,UP
Gm15234,UP
Nlrp1b,UP
Gm7592,UP
Gm16191,UP
Gm15326,UP
Gm10044,UP
Gm12999,UP
Platr25,UP
Guca1a,UP
Gm11131,UP
Gm8093,UP
Gm7676,UP
Gm12250,UP
Gm15448,UP
4930594M22Rik,UP
G530011O06Rik,UP
Zfp85os,UP
Zfp989,UP
Gm15201,UP
Gm6871,UP
Gm13147,UP
Gm21411,UP
Gm12059,UP
Gm12592,UP
Gm9873,UP
Ifi47,UP
Slmapos2,UP
Gm1966,UP
Gm16565,UP
Ahnak2,UP
Gm11496,UP
B430306N03Rik,UP
Dnmt3c,UP
Gm15964,UP
Gm14221,UP
Gm15690,UP
Platr27,UP
Gm13869,UP
1810020O05Rik,UP
A730020M07Rik,UP
B430119L08Rik,UP
2810032G03Rik,UP
Vwa3b,UP
Gm16201,UP
Gm14622,UP
Gm10699,UP
Arhgap27os3,UP
Gm13391,UP
Tcrg-V4,UP
Gm12394,UP
Nlrp1a,UP
Gm15523,UP
Hspd1-ps4,UP
Cabp4,UP
Ccl19-ps1,UP
Ptprcap,UP
Gm14569,UP
0610012D04Rik,UP
Gm17042,UP
Gm5970,UP
Gm15513,UP
Gm11427,UP
Gm17025,UP
Gm10521,UP
Tvp23bos,UP
Gm12494,UP
1110018N20Rik,UP
Meg3,UP
Gm17043,UP
A530084C06Rik,UP
F730035P03Rik,UP
Gm1043,UP
D830044D21Rik,UP
Gm10330,UP
Btnl7-ps,UP
Gm9754,UP
Gm12763,UP
Gm12296,UP
Slc14a1,UP
Gm15482,UP
Rapgef3os2,UP
Gm14870,UP
4930578G10Rik,UP
Fabp3-ps1,UP
Tslrn1,UP
4933440M02Rik,UP
Gm13539,UP
1700003M07Rik,UP
Zfp978,UP
4930533K18Rik,UP
Gm13228,UP
Zfp988,UP
Gm16764,UP
Gm8334,UP
Gm11586,UP
A830012C17Rik,UP
Gm13962,UP
Gm16876,UP
5330411J11Rik,UP
Mir142hg,UP
8030453O22Rik,UP
A230005M16Rik,UP
2010204K13Rik,UP
Dlk1,UP
Gm13230,UP
Gm13832,UP
Gm12876,UP
B230206L02Rik,UP
Gm14917,UP
Gpha2,UP
4933416E14Rik,UP
Gm13010,UP
Gm15328,UP
Gm4912,UP
2900041M22Rik,UP
Gm15895,UP
Gm43154,UP
Rpl12-ps2,UP
Gm12606,UP
Gm15987,UP
Gm15498,UP
Gm12248,UP
Gm13293,UP
7330404K18Rik,UP
Dhx58os,UP
Gm15551,UP
Gm15640,UP
Gm10570,UP
Gm13111,UP
4930401G09Rik,UP
Gm8107,UP
Gm24667,UP
Gm9894,UP
Gm15821,UP
Gm16267,UP
Gm25043,UP
Gm25430,UP
Gm15392,UP
Gm9989,UP
A530076I17Rik,UP
Gm14582,UP
Gm14040,UP
Olfr1081-ps1,UP
Gm7974,UP
Gm9765,UP
DQ267102,UP
Mir453,UP
Gm15537,UP
Gm831,UP
Ms4a14,UP
1700066J03Rik,UP
Gm6309,UP
Gm26774,UP
Gm28100,UP
Gm21964,UP
Gm15128,UP
Gm28884,UP
Gm22655,UP
Gm28054,UP
Gm20658,UP
Gm20760,UP
Gm26912,UP
Gm29367,UP
Gm28875,UP
Mir6364,UP
Gm16505,UP
Gm18588,UP
Hmgb1-ps8,UP
Gm5345,UP
C920009B18Rik,UP
Gm26734,UP
Gm5784,UP
Muc3a,UP
Mrgprb13,UP
Gm27000,UP
Platr1,UP
Gm5493,UP
A730098A19Rik,UP
Gm21885,UP
Gm2164,UP
I830127L07Rik,UP
Gm17552,UP
Mir5107,UP
Gm27218,UP
Gm20610,UP
AC138604.2,UP
Gm4815,UP
BB123696,UP
Gm48358,UP
AC163354.1,UP
AC154636.1,UP
Gm47863,UP
Gm19951,UP
Gm6093,UP
Gm47015,UP
Gm35041,UP
Gm47922,UP
BC024063,UP
Gm21321,UP
AC122018.1,UP
Gm18996,UP
Gm47175,UP
Gm48065,UP
Gm47416,UP
Lncbate1,UP
Gm8189,UP
Gm5608,UP
Gm20100,UP
Gm5086,UP
Gm36325,UP
Gm45546,UP
Gm32098,UP
Gm45458,UP
Gm45670,UP
Gm31479,UP
Gm44891,UP
Gm44691,UP
Gm30873,UP
4930513N20Rik,UP
9130015G15Rik,UP
Cc2d2b,UP
Gm44861,UP
Gm30717,UP
Gm44769,UP
Gm44770,UP
Gm30146,UP
6430584L05Rik,UP
Olfr1372-ps1,UP
4930447C11Rik,UP
Gm45083,UP
2010008C14Rik,UP
Gm42788,UP
BC028471,UP
Gm18593,UP
Gm43152,UP
Gm43123,UP
A930005G22Rik,UP
Gm36186,UP
Gm42851,UP
Gm43614,UP
Gm43684,UP
Gm36535,UP
1700016F12Rik,UP
Gm42944,UP
Gm5547,UP
5430427N15Rik,UP
A330015K06Rik,UP
Gm37754,UP
Gm30667,UP
1700113B19Rik,UP
Gm33280,UP
1600010M07Rik,UP
Gm28086,UP
A830008E24Rik,UP
A230077H06Rik,UP
Gm28286,UP
Gm4131,UP
2600014E21Rik,UP
Gm28802,UP
Gm29040,UP
Mirt1,UP
Gm16675,UP
C030034L19Rik,UP
2310001H17Rik,UP
1700028E10Rik,UP
Gm17276,UP
C430042M11Rik,UP
Gm26829,UP
Gm26772,UP
Gm26885,UP
D930019O06Rik,UP
Gm8488,UP
Gm20711,UP
AC123870.1,UP
AC158972.2,UP
Gm31577,UP
4930546K05Rik,UP
Gm47775,UP
Gm48007,UP
Gm45861,UP
Gm45512,UP
Gm45449,UP
Gm45338,UP
Nxpe1-ps,UP
Gm44969,UP
4930512J16Rik,UP
Gm42450,UP
Gm33370,UP
Gm42923,UP
4930573H18Rik,UP
Gm37163,UP
Gm20557,UP
Gm26524,UP
Gm28382,UP
Gm10605,UP
Gm26795,UP
1700101I11Rik,UP
2310031A07Rik,UP
9330175E14Rik,UP
Peak1os,UP
AC090962.1,UP
AC124426.1,UP
Gm5953,UP
Gm7045,UP
CT030170.2,UP
Gm48355,UP
Gm47469,UP
Gm8188,UP
Gm47163,UP
Gm5122,UP
Gm20275,UP
Gm33103,UP
Gm38948,UP
Gm35315,UP
Gm38843,UP
Gm44866,UP
Gm45086,UP
Gm20559,UP
5033403H07Rik,UP
Gm31305,UP
Gm37867,UP
Gm37819,UP
Gstp-ps,UP
Gm36948,UP
Gm37168,UP
Gm6445,UP
Gm29539,UP
Gm26947,UP
Gm26542,UP
Gm16685,UP
Gpr137b-ps,UP
2810429I04Rik,UP
Gm4349,UP
Gm26895,UP
Gm26672,UP
Cyp21a2-ps,UP
AC154806.2,UP
AU023762,UP
Gm4869,UP
Rian,UP
Gm46339,UP
Gm48530,UP
1700018G05Rik,UP
Mrgprb11-ps,UP
CT030170.4,UP
AC101945.2,UP
Gm48878,UP
Gm38699,UP
Gm37795,UP
Ighd,UP
Gm31181,UP
CT030170.3,UP
Gm43891,UP
Gm45562,UP
Gm9269,UP
AC167229.1,UP
Gm36028,UP
8430422M14Rik,UP
Gm45571,UP
Gstm2-ps1,UP
Gm44199,UP
Gm40848,UP
Gm35154,UP
Gm40849,UP
Gm9255,UP
Gm42744,UP
A530010L16Rik,UP
Akp-ps1,UP
Gm36161,UP
Gm47916,UP
1700120C14Rik,UP
Gm42527,UP
AC154256.2,UP
Gm30239,UP
Gm46224,UP
Gm28417,UP
Gm7646,UP
Gm29291,UP
Gm20554,UP
Gm48412,UP
Gm43231,UP
Gm26510,UP
Gm33858,UP
Gm19792,UP
Olfr162-ps1,UP
AC166358.2,UP
Gm45397,UP
Gm8423,UP
Gm31659,UP
Gm37844,UP
Gm44421,UP
Gm20056,UP
Gm19786,UP
AC134548.2,UP
Gm44226,UP
Gm43196,UP
A130071D04Rik,UP
2210406H18Rik,UP
Gm48691,UP
Gm29674,UP
AC127687.2,UP
Gm34425,UP
C230021G24Rik,UP
Gm48693,UP
Gm44618,UP
Gm6162,UP
Gm40881,UP
AC160562.1,UP
Gm9910,UP
2900052N01Rik,UP
Gm45003,UP
Gm47078,UP
Gm44672,UP
AC134254.2,UP
Gm19253,UP
Gm21941,UP
Gm38299,UP
Gm32552,UP
Gm48898,UP
Gm48023,UP
Gm15433,UP
Gm20513,UP
Gm44210,UP
Gm48035,UP
Gm26740,UP
Gm44617,UP
Muc16,UP
Gm8834,UP
AC127687.1,UP
Mir409,UP
Pvrig,UP
Mir3072,UP
Gm31036,UP
Gm45756,UP
Gm40653,UP
Gm42493,UP
Gm45716,UP
Gm20400,UP
AV026068,UP
Gm44234,UP
AC132863.1,UP
AC167013.5,UP
Gm37787,UP
Gm18210,UP
0610005C13Rik,UP
Gm42755,UP
Gm45104,UP
Gm48042,UP
Gm26614,UP
Gm45463,UP
Gm42770,UP
Gm7967,UP
Gm8700,UP
Gm4120,UP
Gm41043,UP
Gm18860,UP
Gm42164,UP
Gm19439,UP
Gm14598,UP
Zwilch,DOWN
Zswim5,DOWN
Zranb3,DOWN
Zfp957,DOWN
Zfp57,DOWN
Zcchc11,DOWN
Ypel1,DOWN
Xpo4,DOWN
Xkr5,DOWN
Wnt10b,DOWN
Wdhd1,DOWN
Vil1,DOWN
Vegfa,DOWN
Vcan,DOWN
Ush1g,DOWN
Uhrf1,DOWN
Ube2t,DOWN
Ube2cbp,DOWN
Ube2c,DOWN
Txndc2,DOWN
Tub,DOWN
Ttk,DOWN
Trpc6,DOWN
Troap,DOWN
Trim40,DOWN
Tril,DOWN
Tram2,DOWN
Traip,DOWN
Tpbg,DOWN
Top2a,DOWN
Tnfrsf9,DOWN
Tnc,DOWN
Tmem56,DOWN
Tmem28,DOWN
Tmem178,DOWN
Tmem121,DOWN
Tmeff2,DOWN
Ticrr,DOWN
Tiam2,DOWN
Thbs4,DOWN
Thbs1,DOWN
Tex19.1,DOWN
Tex16,DOWN
Tex15,DOWN
Tex14,DOWN
Tet1,DOWN
Tes,DOWN
Tenm4,DOWN
Tead2,DOWN
Tdrd5,DOWN
Tcl1b1,DOWN
Tbx3,DOWN
Tacc3,DOWN
Susd4,DOWN
Strbp,DOWN
Ston2,DOWN
Stmn1,DOWN
Stil,DOWN
Stbd1,DOWN
Star,DOWN
Ssu2,DOWN
Sstr1,DOWN
Sspo,DOWN
Srd5a2,DOWN
Sqle,DOWN
Spsb4,DOWN
Spsb1,DOWN
Spin2c,DOWN
Spc25,DOWN
Spc24,DOWN
Spag5,DOWN
Spag4,DOWN
Spag1,DOWN
Sorbs1,DOWN
Snph,DOWN
Sncaip,DOWN
Snap91,DOWN
Smad9,DOWN
Slfn4,DOWN
Slc9a3,DOWN
Slc6a7,DOWN
Slc6a6,DOWN
Slc6a15,DOWN
Slc5a7,DOWN
Slc5a4b,DOWN
Slc5a4a,DOWN
Slc46a3,DOWN
Slc38a3,DOWN
Slc35f1,DOWN
Slc35e2,DOWN
Slc23a2,DOWN
Slc18a2,DOWN
Skil,DOWN
Skida1,DOWN
Ska3,DOWN
Ska1,DOWN
Shisa2,DOWN
Shcbp1,DOWN
Sgms2,DOWN
Sgk1,DOWN
Sfrp4,DOWN
Sez6,DOWN
Serpine2,DOWN
Sema3g,DOWN
Sel1l3,DOWN
Sdc1,DOWN
Scube3,DOWN
Scube1,DOWN
Sbk1,DOWN
Sapcd2,DOWN
Samd7,DOWN
Sall4,DOWN
Saa2,DOWN
S100g,DOWN
